Gene	p-value(Classical-line vs. B10)	fold change(Classical-line vs. B10)	p-value(Mesenchymal-tex vs. TOTBRAIN)	fold change(Mesenchymal-tex vs. TOTBRAIN)	p-value(Classical-line vs. B10)	fold change(Classical-line vs. B10)	
PCED1B	0.179545	-1.12663	0.133459	1.15788			
PCGF1	0.493417	1.04009	0.029215	1.15283			
PCGF3	0.0660276	1.20804	0.00792138	1.36176			
PCGF5	0.00821873	2.02063	0.00032696	-3.0172			
PCLO	0.700863	-1.04904	4.28221e-018	-12.5626			
PCMT1	0.0640728	1.21025	5.47567e-008	-2.18269			
PCNA	0.00165482	1.47069	3.36085e-005	1.81352			
PCNP	0.106248	1.11918	0.00119148	-1.30368			
PCOLCE	0.285168	1.19835	0.523924	1.12463			
PCOLCE2	5.99916e-006	2.01298	0.00842456	1.48347			
PCP4	0.398303	-1.11581	3.73349e-006	-2.20638			
PCSK2	0.162351	-1.60202	0.000364371	-4.25331			
PCSK5	0.00863043	-1.44285	0.0125314	1.46168			
PCSK7	0.0775485	-1.18646	0.000444393	1.49814			
PCYOX1	0.148109	1.32198	0.00032679	-2.30609			
PCYT1A	0.494322	-1.08697	0.0816918	1.26853			
PDAP1	2.51772e-006	1.37254	2.85336e-010	1.73864			
PDCD1LG2	0.723599	-1.05274	0.000691224	1.81591			
PDCD6IP	0.784481	-1.03738	0.0385738	1.37051			
PDE12	0.661071	1.07394	0.289481	-1.20961			
PDE4A	0.0169303	1.28696	0.000126396	-1.61716			
PDE4DIP	0.105874	1.32984	0.338215	-1.19995			
PDE5A	0.730559	1.08629	0.0240909	1.85844			
PDE7B	2.10602e-010	10.1245	1.30182e-005	-4.10035			
PDE8A	0.204186	1.25735	0.0173479	-1.62705			
PDGFA	0.732678	-1.07451	0.0397108	-1.63396			
PDGFC	0.766443	-1.11195	0.196824	1.6685			
PDGFD	0.0122231	-2.02578	0.133491	-1.56401			
PDGFRA	0.0219287	2.66373	0.0141345	3.18021			
PDGFRB	0.351231	1.19475	0.0380341	-1.56318			
PDHA1	1.54752e-005	1.86007	0.689904	-1.05468			
PDHX	0.873782	1.01637	0.000162561	-1.61329			
PDIA4	0.00331816	1.45667	0.312096	1.142			
PDK3	0.00145471	2.47252	0.00418852	-2.40315			
PDK4	0.000214866	3.90363	0.305034	-1.44768			
PDLIM1	0.946935	1.01481	0.168517	-1.40282			
PDLIM3	0.204935	1.40655	0.00011238	3.59915			
PDP1	5.56239e-009	3.26592	8.5958e-009	-3.55897			
PDPK1	0.0569972	-1.10675	6.08525e-009	-1.56778			
PDPN	0.000253884	-7.51257	0.0818085	2.60908			
PDRG1	0.00966946	1.36249	0.781196	-1.03496			
PDS5A	0.0110278	1.44904	0.842361	-1.03054			
PDXDC1	0.127316	1.12829	0.00436256	1.29693			
PDXDC2P	0.00658227	1.23737	5.70099e-008	1.7725			
PDZD11	0.267896	1.12204	0.259232	-1.13712			
PDZD2	0.901516	-1.0442	0.108206	-1.87499			
PECAM1	0.859478	1.07726	0.192175	-1.83878			
PELI2	7.12474e-007	4.59834	0.934063	-1.02259			
PELO	0.958104	-1.00513	0.00419735	-1.38807			
PER2	0.291108	-1.13063	0.128006	-1.21641			
PER3	0.814432	1.06055	0.0208316	-1.94155			
PERP	0.608807	-1.08541	0.297145	-1.20223			
PEX1	0.00133661	1.68944	0.055864	1.3813			
PEX3	0.405177	1.17006	0.155249	-1.34592			
PF4	0.477742	-1.05874	0.110129	1.15394			
PF4V1	0.552734	-1.03898	0.234989	1.08822			
PFDN4	0.00208714	1.32119	2.11759e-007	-1.83134			
PFKFB3	0.648475	-1.07301	0.884738	-1.02481			
PFN1P2	0.000549723	1.60792	0.00735629	1.47235			
PFN4	0.459375	-1.07403	6.01198e-006	1.7718			
PGA3	0.859412	-1.01408	0.183471	1.12381			
PGA4	0.776826	-1.02265	0.290371	1.09673			
PGA5	0.837706	-1.01937	0.223036	1.13489			
PGGT1B	0.928283	-1.01621	0.158073	1.32447			
PGK1	0.0001066	2.18927	0.399258	-1.17891			
PGLYRP4	0.817077	-1.02134	0.673734	1.04304			
PGM2L1	0.00229473	3.23053	0.00761303	-3.01292			
PGM5	0.451621	1.28991	0.0572786	2.06052			
PGM5-AS1	0.857302	-1.0298	0.0239591	1.52473			
PGM5P2	0.541153	-1.26329	0.0131577	2.97949			
PGPEP1	0.719926	1.06518	0.0680684	1.43577			
PGRMC2	0.0727544	1.14979	0.0140305	-1.23923			
PHAX	0.348521	-1.24769	0.125456	-1.49365			
PHEX	0.000570348	-1.59293	0.00298087	1.53385			
PHF14	5.41502e-008	2.77978	0.281436	1.18651			
PHF15	0.0312707	1.21572	6.78692e-005	-1.54893			
PHF16	6.54204e-006	2.47185	0.997758	1.00052			
PHF5A	0.0131501	1.22265	0.56067	1.05038			
PHF6	0.000142825	1.83272	0.79143	-1.0415			
PHLDB2	0.423418	1.25749	0.111432	1.66063			
PHLPP2	0.357597	1.17163	5.58102e-006	-2.78029			
PHTF1	0.660943	1.05241	0.146408	1.20725			
PHTF2	8.0335e-006	2.39959	0.554263	-1.11255			
PHYH	0.901496	1.01765	0.000784617	-1.77444			
PI4K2A	0.234818	1.22197	2.82249e-005	-2.44318			
PI4K2B	0.015399	1.70912	0.113797	1.45094			
PI4KA	0.719959	-1.05328	1.80006e-009	-3.79435			
PI4KAP2	0.698667	1.0414	1.31448e-005	-1.80674			
PICALM	0.41095	-1.08283	2.13566e-005	-1.69204			
PIGA	0.00128737	1.64731	0.231377	-1.20692			
PIGB	0.167389	-1.37175	0.806962	-1.06218			
PIGG	0.456233	-1.05076	6.26415e-006	1.48094			
PIGH	0.933643	-1.01266	3.48345e-005	-2.2199			
PIGK	0.791493	1.0697	0.000133371	-3.35944			
PIGP	0.246252	1.11325	0.00965166	-1.31618			
PIGR	0.52076	-1.06959	0.0741636	1.23346			
PIGT	0.693896	-1.03869	0.369086	1.10013			
PIGW	0.107465	1.28601	0.402975	1.15128			
PIGX	0.00302738	1.29267	7.79664e-005	-1.48952			
PIGY	0.090308	1.23635	0.01099	-1.43332			
PIGZ	0.998161	1.00023	0.786218	-1.03023			
PIK3AP1	0.474189	1.11494	0.643309	1.07996			
PIK3CA	0.35409	1.27886	0.0105225	-2.1841			
PIK3CB	0.388544	-1.17939	0.00013999	-2.46227			
PIK3R3	0.0880259	1.25413	0.0916239	-1.27782			
PILRB	0.292676	1.07853	3.56847e-015	3.09296			
PIM2	0.369014	1.16471	0.651869	-1.08704			
PION	0.562816	-1.20611	0.145304	1.68971			
PIP4K2A	0.278729	1.38469	3.46094e-005	-4.80985			
PIP4K2C	0.731902	-1.01889	5.58482e-015	-2.34242			
PIPSL	4.58049e-005	1.49889	0.00390332	1.33811			
PIRT	0.946247	-1.0189	0.832082	1.06664			
PITPNB	0.0960533	1.29518	0.000167621	-2.03124			
PITPNC1	2.38528e-005	2.69128	0.00597718	-1.90187			
PITRM1	0.0560704	1.3465	0.000130065	-2.05366			
PITX1	0.079945	1.2113	0.231692	1.15193			
PITX2	0.929341	1.0201	0.02424	1.7833			
PKD1L1	0.597491	-1.02644	0.355677	1.05153			
PKD2	0.539129	-1.10961	0.996129	-1.0009			
PKDREJ	0.266463	1.12065	5.18928e-006	1.83974			
PKIB	0.0444344	1.25112	0.00161255	1.50013			
PKM	0.621452	1.0577	0.688175	-1.05117			
PKN2	0.0683873	1.33173	0.14872	1.27895			
PLA2G16	0.0145894	-2.72595	0.0414896	-2.46602			
PLA2R1	0.719612	-1.13107	0.490742	-1.29661			
PLAA	0.693646	1.16972	0.868623	1.07469			
PLAC2	0.543174	-1.0395	0.384468	1.06279			
PLAG1	0.551266	1.13849	0.248332	-1.31992			
PLAGL1	0.113206	-1.36096	0.233731	-1.2859			
PLAU	0.182521	1.33537	0.164593	1.39199			
PLAUR	0.504198	-1.1278	0.0150747	1.65282			
PLBD1	0.0182379	2.09942	0.864088	-1.05778			
PLCB1	0.570185	1.22144	7.07416e-005	-5.80079			
PLCB1-IT1	0.142138	1.39447	0.886849	1.03528			
PLCD4	0.583366	1.04933	0.0162622	1.27409			
PLCG1	0.00356589	1.28989	7.30036e-010	2.18179			
PLCH1	0.610045	-1.19479	0.000505346	-4.36814			
PLD1	0.00807168	-1.9822	8.9471e-006	-4.09656			
PLEKHA1	0.206007	1.26221	3.31675e-006	-3.07422			
PLEKHA2	0.545203	1.09168	0.727692	1.05674			
PLEKHA3	0.000240137	1.46741	0.00793197	-1.33206			
PLEKHA8	1.51544e-006	1.74637	4.48979e-005	1.62858			
PLEKHF2	0.0217823	-1.2647	0.0157926	-1.31256			
PLEKHG1	0.412895	-1.3491	0.82268	-1.09341			
PLEKHJ1	0.750331	-1.02962	0.558451	1.06069			
PLEKHN1	0.721817	-1.03968	0.44383	1.0964			
PLEKHS1	0.689384	1.09189	0.00742833	1.98404			
PLGLA	0.00955721	1.40745	0.907227	-1.01602			
PLK1S1	1.18697e-010	4.02127	0.148867	-1.2654			
PLK2	0.442161	1.3329	0.000340649	-5.12129			
PLK4	0.780173	-1.0685	3.79127e-006	4.28207			
PLN	0.608055	-1.05635	0.0183085	-1.3353			
PLOD1	0.0181757	1.84802	0.0927953	1.59593			
PLOD2	1.81007e-005	1.76117	3.15981e-007	2.21686			
PLP2	4.99227e-006	3.92528	3.09229e-007	5.85471			
PLRG1	0.575342	-1.0915	0.76493	-1.05242			
PLS1	7.35875e-008	2.22796	0.00296331	-1.49408			
PLSCR1	0.959519	1.01913	0.840882	1.08561			
PLSCR2	0.675457	1.02571	0.414025	1.05598			
PLSCR4	0.599216	-1.1277	0.207849	-1.37583			
PLSCR5	0.884858	-1.00818	0.533023	1.03929			
PLXNA1	0.503204	-1.05995	0.172559	-1.14057			
PLXNA3	0.0164259	1.2192	1.12523e-010	2.27382			
PLXNA4	0.0702193	-1.83432	0.122292	-1.75573			
PLXND1	0.000924502	1.56687	0.748975	1.04418			
PMCH	0.0902014	1.25546	0.965385	-1.00625			
PML	0.581385	-1.0684	0.591252	-1.07313			
PMM1	0.627467	-1.02599	3.43766e-010	-1.69014			
PMM2	1.51223e-005	1.54895	5.58497e-014	3.39522			
PMP22	0.000420942	2.80092	0.238089	-1.40858			
PMPCB	9.94781e-005	1.72392	0.167331	1.20715			
PMS2	1.94873e-007	1.81001	0.0696085	1.19991			
PMS2CL	1.99035e-007	1.56911	3.26345e-006	1.52106			
PMS2L2	2.39112e-006	1.43415	0.00122925	1.27473			
PMS2P1	3.21449e-006	1.56946	0.000126058	1.4637			
PMS2P3	7.06495e-009	1.53509	4.00914e-007	1.46323			
PMS2P4	6.71022e-007	1.42722	4.13981e-009	1.66162			
PMS2P5	8.6302e-006	1.38412	0.000203839	1.32481			
PNLIPRP3	0.700237	1.02201	0.729867	1.02161			
PNMAL1	0.829741	1.01979	2.43932e-009	-2.28869			
PNO1	5.40799e-005	1.66767	0.86175	1.02115			
PNPLA8	0.0805855	1.21473	0.0106726	-1.37834			
PNPT1	0.0041698	2.10906	0.947546	1.01764			
POC1B	0.906633	1.02562	0.431789	-1.20526			
POC5	0.105355	1.2097	0.324104	-1.13338			
PODXL	0.290444	1.22774	0.288784	-1.25301			
POFUT1	1.44106e-005	1.49344	1.49194e-005	1.5501			
POLA1	8.16506e-005	2.4005	0.00203403	2.03723			
POLA2	0.515805	1.10904	2.46933e-007	3.13341			
POLB	0.428727	1.12272	0.000126897	-2.00376			
POLD2	0.0628864	1.21119	0.00381423	1.40604			
POLDIP3	0.12847	-1.25793	0.218756	-1.22383			
POLE	0.0586281	1.24319	4.10951e-007	2.1839			
POLE2	0.0254188	1.46706	0.0318919	1.49439			
POLN	0.936576	1.00649	0.00531316	1.30391			
POLQ	0.201041	1.30604	1.08449e-009	6.98656			
POLR2B	0.0724857	1.25364	0.606935	-1.07161			
POLR2J	0.253113	1.07571	4.22447e-011	1.99063			
POLR2L	0.965231	-1.00439	0.390443	1.09982			
POLR3B	0.0277102	1.34031	0.022986	-1.3942			
POLR3G	2.39414e-013	6.04638	0.0130886	1.52044			
POM121C	3.45535e-009	1.69299	2.06383e-008	1.69663			
POMZP3	0.174419	1.12148	1.2228e-005	1.6032			
PON2	0.0386852	1.36797	0.40086	1.14484			
POP7	2.09981e-005	1.73661	0.205968	1.16787			
POPDC3	0.730759	-1.10047	1.45622e-005	-4.75859			
POSTN	0.939285	1.04126	0.738997	-1.21398			
POT1	0.000126015	1.72605	0.000858945	1.65395			
POU6F2-AS1	0.886068	-1.01574	0.936633	1.00954			
PPAN-P2RY11	0.059856	1.22536	0.0334535	1.28883			
PPAP2A	0.0383377	1.91785	0.915866	-1.0357			
PPARA	0.00162791	1.20956	0.00751949	-1.18827			
PPARGC1A	0.0259785	-2.00735	0.164109	-1.59163			
PPAT	2.92134e-008	1.99346	0.181592	1.14959			
PPCS	0.861803	1.0252	0.00441995	-1.6128			
PPEF1-AS1	0.131249	1.1439	0.509531	1.06541			
PPFIBP1	2.05959e-005	6.05799	0.0731403	-2.068			
PPIA	3.137e-005	1.39925	0.0469229	1.16861			
PPIAL4A	0.00196737	1.24211	0.0292895	1.17387			
PPIAL4C	0.000504434	1.26571	0.0838511	1.12569			
PPIAL4D	0.000961255	1.30415	0.145683	1.12603			
PPIAL4E	0.00252427	1.29122	0.229547	1.1098			
PPIAL4G	0.0115782	1.18206	0.759969	-1.02123			
PPIAP21	0.0157047	1.26885	0.362219	-1.09882			
PPIC	0.133283	-1.3591	0.0426762	1.58576			
PPID	0.0281369	1.40249	0.000314776	-1.92267			
PPIG	0.00278104	1.44135	0.482185	-1.09139			
PPIH	0.000525135	1.50157	2.989e-006	1.92856			
PPIL4	0.609106	1.07473	0.000835453	-1.76338			
PPIP5K2	0.0973268	1.40755	0.626458	-1.11361			
PPL	0.228522	-1.09323	0.169454	-1.11832			
PPM1G	1.65495e-006	1.35579	1.83622e-006	1.39286			
PPM1K	0.657438	1.12144	3.77035e-005	-3.87192			
PPME1	0.141386	1.20751	1.64443e-005	-2.01499			
PPP1CA	0.0246755	-1.29966	0.0871196	1.23948			
PPP1CB	0.0495796	-1.31075	0.1715	-1.22499			
PPP1CC	0.105763	1.23166	0.766153	-1.04193			
PPP1R13B	0.690555	1.072	0.00100476	-1.99472			
PPP1R14A	0.867193	-1.02215	0.00087461	-1.69183			
PPP1R14C	0.0430649	1.67588	0.00028927	-2.99791			
PPP1R15B	0.0596437	1.34851	0.714466	-1.06375			
PPP1R18	0.969385	1.00536	7.07217e-005	2.00779			
PPP1R2	0.994294	-1.00187	0.0245575	-1.95953			
PPP1R21	0.478374	1.10079	2.68669e-005	-2.06524			
PPP1R2P3	0.791701	1.06954	0.0611414	-1.71199			
PPP1R3A	0.820252	1.01691	0.464324	1.06118			
PPP1R3E	0.0525095	1.27084	0.0104491	-1.42656			
PPP2R1B	0.516793	1.13737	0.317254	1.24433			
PPP2R2B	0.51312	-1.21278	0.11036	-1.69102			
PPP2R3B-AS1	0.153144	1.17812	0.0419661	1.29733			
PPP2R3C	0.32721	1.18693	0.000399199	-2.11885			
PPP2R5C	0.960857	1.00601	0.231605	-1.17576			
PPP2R5E	0.844304	1.05631	0.000692394	-3.14497			
PPP3CA	0.00514415	1.8851	5.02951e-008	-5.25377			
PPP3CB	0.595075	-1.12958	1.14588e-006	-4.51825			
PPP3CC	0.0391592	1.33283	0.141098	-1.2468			
PPP4C	7.80527e-007	-1.36425	0.000257349	1.25492			
PPP4R2	0.154031	1.17934	0.00116086	-1.55837			
PPP6C	0.079442	-1.26997	0.00425619	-1.56213			
PPP6R3	0.753206	-1.03336	0.117507	1.2003			
PPTC7	2.66118e-005	1.36334	1.92886e-007	-1.58453			
PPWD1	0.691257	1.07535	0.232421	1.27362			
PPY	0.861763	-1.01854	0.296055	1.1296			
PQBP1	1.47825e-005	1.35371	0.203323	1.08719			
PRAF2	0.0706262	-1.1711	0.22196	1.12201			
PRAME	0.751003	-1.07333	0.743623	1.08318			
PRAMEF10	0.473024	-1.06087	0.064921	1.18609			
PRAMEF12	0.693139	-1.04412	0.769609	1.03571			
PRB2	0.343945	-1.075	0.0414603	1.19185			
PRB4	0.970096	1.00255	0.56912	1.04335			
PRC1	0.817347	1.04638	2.62937e-009	5.9141			
PRCC	0.00527856	1.15749	0.213495	1.07003			
PRCP	0.50332	-1.1688	0.081346	1.57603			
PRDM16	0.78621	1.02338	0.914049	1.01012			
PRDM2	0.923243	-1.01351	0.0022175	-1.65909			
PRDM5	3.38696e-005	-2.5843	0.0326415	1.61394			
PRDM6	0.854864	-1.01644	0.128348	1.16352			
PRDM8	0.108001	-1.45597	0.110274	-1.50499			
PRDX1	7.08802e-005	1.96611	0.0131653	-1.52784			
PRDX4	9.1157e-011	3.14404	0.232669	1.17056			
PRDX6	0.000336721	1.49069	0.762457	-1.03352			
PRELID1	0.00561779	1.1946	4.77173e-005	1.3632			
PREP	0.381677	1.16624	0.00125163	-1.96576			
PRIC285	0.908386	-1.01355	0.118811	1.22627			
PRICKLE1	0.632577	-1.06406	8.89096e-005	-1.89099			
PRICKLE3	0.0112836	1.22096	0.10049	1.14713			
PRIM1	0.0041988	1.61231	0.000996423	1.85133			
PRIM2	0.104253	1.19801	2.4744e-008	2.41841			
PRKAA1	0.869008	1.03618	0.653614	-1.11191			
PRKAB2	0.0103216	1.55483	0.422315	-1.15456			
PRKACA	0.373426	-1.09138	6.05869e-006	-1.78719			
PRKACB	0.0322882	1.2853	1.30936e-013	-4.74243			
PRKAR1A	0.104286	-1.34568	0.00463602	-1.81127			
PRKCA	0.0050311	2.03756	0.00481848	-2.19041			
PRKCD	1.44721e-006	1.653	0.0836431	-1.17888			
PRKCDBP	0.880233	-1.01828	0.976505	1.00388			
PRKD1	0.0655112	1.98518	0.823461	1.09246			
PRKG2	0.981052	-1.00162	1.3312e-014	-2.79228			
PRKRIR	0.0120653	1.3189	0.436447	1.09363			
PRMT10	0.644715	1.06886	0.522899	-1.10654			
PRMT3	0.000365992	1.67158	0.230064	1.18734			
PRNP	0.654676	-1.08992	1.59532e-007	-4.12245			
PROCR	0.110417	1.1021	0.9126	1.00719			
PRODH	0.786653	-1.02053	0.061967	-1.17123			
PRODH2	0.487795	-1.06479	0.848414	1.01905			
PRORSD1P	0.6832	-1.03299	0.00359639	1.3133			
PROX1	0.0168261	-2.53061	0.547699	-1.27672			
PROX1-AS1	0.14897	-1.64219	0.174695	1.66526			
PROX1-IT1	0.134666	-1.53238	0.664946	1.14228			
PRPF19	0.381878	1.04908	1.47879e-012	-1.97849			
PRPF3	0.346069	1.23778	0.000435947	2.62381			
PRPF38A	0.816603	1.03375	0.0212959	1.45892			
PRPF38B	0.000126564	1.60114	2.17695e-005	1.80221			
PRPF39	0.203001	1.38494	0.685737	-1.11851			
PRPF4	0.00266027	1.36715	0.0234583	1.28361			
PRPF4B	0.239519	1.1775	0.0278725	1.4116			
PRPF6	0.00513314	1.31652	0.0172249	1.28606			
PRPH	0.860098	-1.01861	0.00448074	1.4179			
PRR9	0.419252	-1.10911	0.306066	1.15516			
PRRG4	0.972626	1.00876	0.323368	1.31932			
PRRX1	0.791017	-1.04429	5.88702e-008	3.5603			
PRSS12	0.0118262	-2.8083	0.000138469	6.31171			
PRSS23	0.951269	-1.01135	0.496506	1.14806			
PRSS46	0.449714	-1.07761	0.137868	1.17699			
PRUNE2	0.898281	-1.03361	0.209814	-1.43332			
PSD2	0.577427	-1.037	4.34735e-006	-1.48488			
PSG2	0.666879	-1.02985	0.163011	1.11183			
PSMA1	0.24757	1.19015	0.172238	-1.25375			
PSMA2	0.00121869	1.72419	0.197595	-1.24623			
PSMA3	0.665192	1.10018	0.0328188	-1.70821			
PSMA4	0.369904	1.13834	0.268949	-1.19199			
PSMA5	7.95413e-006	1.60854	0.789911	-1.02636			
PSMA6	0.712307	1.07288	0.00685437	-1.82416			
PSMA7	2.16348e-005	1.36052	0.309719	1.07179			
PSMB2	0.484878	1.06893	0.0117127	1.31939			
PSMB3	0.944689	1.00822	0.0110171	1.41559			
PSMB8	0.0533237	-1.7098	0.575796	1.17968			
PSMB9	0.256143	-1.2854	0.0627382	1.58282			
PSMC1	0.595261	-1.11361	0.0479435	-1.57259			
PSMC2	0.0434472	1.24867	0.210288	1.15917			
PSMC3	0.0863294	-1.19565	0.555443	-1.06804			
PSMC3IP	0.564237	-1.09837	1.6804e-005	2.46411			
PSMC4	0.842798	-1.02381	0.604537	-1.06978			
PSMC5	0.418446	-1.09839	0.121089	-1.22131			
PSMC6	0.456239	1.16811	0.000115497	-2.71607			
PSMD1	0.379898	1.12203	0.0090882	-1.48399			
PSMD10	0.141659	1.20589	0.000730276	-1.66732			
PSMD11	0.28856	-1.17798	0.753049	1.05415			
PSMD12	0.29453	1.18765	0.0121429	-1.6022			
PSMD13	0.0264058	1.25385	0.024473	-1.2858			
PSMD14	0.0802137	1.27564	0.0971836	-1.28682			
PSMD2	0.259663	-1.10793	0.645187	-1.0465			
PSMD5	0.347606	1.15027	0.952182	-1.00977			
PSMD6	0.796078	1.01965	0.0384243	-1.19366			
PSMD7	0.882836	1.02457	0.000110637	-2.21507			
PSMD8	0.0772302	1.15482	0.00816627	-1.2765			
PSME1	0.0238748	-1.52039	0.802971	1.04974			
PSME2	0.412193	1.17866	0.875434	1.03483			
PSME2P2	0.581475	1.1209	0.23479	1.31262			
PSME4	0.0359675	1.38211	0.0788548	1.34138			
PSMG1	2.74149e-016	2.34323	0.0321447	1.13927			
PSMG3	0.000995014	1.26988	0.76175	-1.02219			
PSORS1C1	0.650333	-1.05906	0.045001	1.33269			
PSPH	0.0111271	1.4342	0.398096	1.13332			
PTAR1	0.861337	1.02259	0.247808	1.17785			
PTBP1	0.157703	1.13556	5.4244e-011	2.59621			
PTCD2	0.0168195	1.43775	0.0780716	-1.33189			
PTGFR	0.611024	-1.0334	0.00753563	1.22222			
PTGIS	0.594508	1.14343	0.83689	-1.05831			
PTGR2	0.302012	1.27301	0.00476126	-2.15486			
PTHLH	0.970532	1.0028	0.197342	1.11431			
PTK2B	1.03091e-007	-2.69241	1.2227e-006	-2.57216			
PTP4A3	0.0144762	1.45974	0.33569	1.16905			
PTPDC1	0.00953144	1.42085	0.0833198	-1.28257			
PTPLB	0.418176	-1.1319	0.00146325	-1.78471			
PTPN1	0.000248731	1.43705	0.0481381	1.21766			
PTPN12	0.00321176	1.34101	8.21043e-006	1.71392			
PTPN14	0.775569	-1.05832	0.392041	1.20617			
PTPN2	0.000270874	1.63873	0.656797	1.06064			
PTPN9	0.372323	-1.11816	0.00117415	-1.62324			
PTPRB	0.714482	-1.10477	0.000416439	-3.23098			
PTPRJ	0.0310488	1.58711	0.20556	-1.33556			
PTPRN2	0.06084	-1.60088	0.00180345	-2.47494			
PTPRO	0.808191	1.12723	0.0872919	-2.57758			
PTRF	0.788014	1.02559	0.933998	1.00856			
PTS	0.0100647	1.30192	0.56882	1.06248			
PTTG1	0.746105	-1.043	4.5245e-010	3.58284			
PTTG2	0.872291	-1.0139	0.00134558	1.39057			
PTTG3P	0.816604	-1.02882	0.472675	1.10159			
PURB	0.00457892	1.47683	0.401038	1.12606			
PUS3	0.00478481	1.55416	0.380573	1.1515			
PUS7	8.26593e-011	5.05193	0.00779405	1.68056			
PYCRL	0.663761	-1.02744	0.0321015	1.16392			
PYGL	1.62607e-007	4.76003	0.000784613	2.56561			
QRFPR	0.62855	-1.14188	0.718519	-1.11426			
QRICH2	0.100036	-1.15363	0.00252052	1.35544			
QTRTD1	4.54316e-006	1.82489	0.0376337	1.29291			
RAB23	0.516548	1.13897	0.0571279	-1.53667			
RAB27A	0.232035	1.33032	0.751	-1.08555			
RAB27B	0.785343	1.10418	3.93733e-007	-12.8082			
RAB28	0.55541	-1.08302	0.228252	1.19745			
RAB30	0.081148	-1.50684	0.000869197	-2.51003			
RAB32	0.872909	1.02338	0.092594	1.31342			
RAB34	6.09671e-005	-1.30244	0.0385185	1.14395			
RAB3B	2.04583e-007	5.68224	0.0205763	-2.00412			
RAB42	0.770067	1.01959	0.000983006	1.30108			
RAB44	0.3833	-1.10329	0.179207	1.1822			
RAB6A	0.291084	-1.12397	1.54544e-007	-2.24687			
RAB8A	0.475635	-1.07508	0.0779407	1.22186			
RABGEF1	7.15533e-006	1.47063	0.86318	1.01365			
RABGGTB	3.38831e-005	2.29201	0.500713	1.13569			
RABL5	0.0923707	1.17333	0.0419793	1.2386			
RAC1	0.776822	1.04021	0.302352	-1.17171			
RAC1P2	0.930514	1.01415	0.348775	-1.18126			
RACGAP1	0.826956	1.02515	1.06735e-008	2.61628			
RACGAP1P	0.845995	1.02379	0.0122236	1.41987			
RAD1	0.0095618	1.18165	0.00223069	-1.24711			
RAD17	0.76816	1.06992	0.390094	-1.24241			
RAD18	0.0103793	1.40416	3.66578e-009	3.05286			
RAD50	0.260809	1.25196	0.990148	1.00268			
RAD51AP1	0.173773	1.26211	2.23992e-011	6.59853			
RAD51D	0.0117529	1.14765	0.0214205	1.14623			
RAD54B	0.000938749	1.39172	0.00352589	1.36684			
RAD54L	0.00803202	1.46208	1.54605e-005	2.1254			
RAD9A	0.830844	-1.02113	0.00362809	1.39863			
RADIL	0.851721	1.02011	0.669694	1.05109			
RAE1	0.000323697	1.35641	0.128945	-1.13703			
RAET1K	0.651879	1.03382	0.0010333	1.33717			
RAI14	0.200076	1.28748	0.899067	1.02739			
RALA	0.0406598	1.14262	0.0248987	1.17492			
RALBP1	0.000650334	1.79311	0.876402	1.02672			
RALGAPA2	0.592032	-1.19332	0.986403	1.00616			
RALGAPB	0.00780436	1.32398	0.299257	-1.12063			
RALGDS	0.248151	1.115	0.0854398	-1.1973			
RANBP1	0.0114147	1.17774	0.049564	1.14576			
RANBP2	0.0230237	1.40255	0.0609167	-1.35147			
RANBP3L	0.37557	-1.69782	0.00222016	-8.64244			
RANBP9	0.715072	1.04639	3.78103e-005	-1.91705			
RAP1A	0.058974	1.29746	0.00621518	-1.53371			
RAP1B	0.954737	1.02066	0.508285	-1.29956			
RAP1GDS1	0.065418	1.38709	4.96309e-008	-3.86659			
RAP2C	0.0310098	1.20577	0.618214	1.04666			
RAPGEF5	0.385839	1.79388	0.00233237	-11.2434			
RAPGEF6	0.957452	1.01133	0.390403	1.22133			
RAPH1	0.877924	-1.02744	0.15316	-1.32383			
RARRES3	0.182096	-1.24056	0.980845	-1.00419			
RARS	0.143004	1.28695	0.361008	1.18581			
RASA1	0.712327	-1.13525	0.0323676	-2.31105			
RASA2-IT1	0.844013	1.02118	0.0142108	1.35146			
RASD1	0.616637	1.1349	0.403082	-1.26162			
RASGEF1B	0.476145	-1.09922	0.000528453	-1.74617			
RASGRP3	0.774884	1.06986	0.022706	-1.85093			
RASSF8	0.449581	-1.26836	0.261983	-1.4749			
RBAK	7.46255e-008	1.36119	1.18636e-008	1.44895			
RBBP7	0.000522549	1.61238	0.00559181	1.49492			
RBFOX2	0.607019	-1.12978	0.000499649	-2.72749			
RBKS	0.599563	1.03823	0.659185	1.0351			
RBL1	0.0403302	1.22026	9.46239e-012	2.96736			
RBM15	0.000488599	1.63924	1.72481e-005	2.02803			
RBM28	9.12638e-007	2.00518	9.5841e-010	2.95231			
RBM3	0.0192571	1.38497	4.56782e-007	2.5174			
RBM33	1.639e-006	1.43187	1.24254e-009	1.77081			
RBM34	0.41687	-1.11791	0.679046	1.06393			
RBM38	0.744358	1.04443	0.061399	1.32473			
RBM39	0.0405393	1.23987	0.000557656	1.52938			
RBM41	0.00579959	1.41511	0.000171206	1.7319			
RBM43	0.0792238	1.28587	0.841652	1.03102			
RBM48	0.000364833	1.58915	0.0886697	-1.24893			
RBM7	0.991527	1.0019	0.509325	1.13823			
RBMS1	0.235458	1.30583	0.536764	1.16284			
RBMS3	0.510358	-1.20692	0.18446	1.52208			
